timestamp,wheel_speed_rpm,wheel_torque,motor_current,motor_temp,vibration_level,label,anomaly_type
2025-01-03 18:00:00,2956.79,0.03549,0.6627,27.36,0.08819,normal,normal
2025-01-03 19:00:00,3602.12,-0.01501,0.5135,33.46,0.09637,normal,normal
2025-01-03 20:00:00,3216.98,-0.04666,0.8292,43.13,0.13659,normal,normal
2025-01-03 21:00:00,6458.316634639301,0.02519,0.9171,44.65,0.04503,anomal,speed_
2025-01-03 22:00:00,3216.84,-0.01712,0.903,39.87,0.07553,normal,normal
2025-01-03 23:00:00,3922.82,0.01977,0.964,49.25,0.06189,normal,normal
2025-01-04 00:00:00,2978.5,-0.04925,0.8649,43.18,0.03329,normal,normal
2025-01-04 01:00:00,3938.79,0.02231,0.6935,34.02,0.06686,normal,normal
2025-01-04 02:00:00,1428.15,-0.03028,0.9679,37.76,0.12431,normal,normal
2025-01-04 03:00:00,3493.14,0.01827,0.5285,28.78,0.10266,normal,normal
2025-01-04 04:00:00,3052.23,0.00036,0.6199,39.13,0.10577,normal,normal
2025-01-04 05:00:00,2820.6,-0.02385,0.6072,48.9,0.08586,normal,normal
2025-01-04 06:00:00,3055.06,-0.01018,1.016,45.48,0.10093,normal,normal
2025-01-04 07:00:00,1807.46,0.01716,0.9886,51.22,0.04798,normal,normal
2025-01-04 08:00:00,2868.2,0.00265,0.8975,37.58,0.06762,normal,normal
2025-01-04 09:00:00,3214.27,0.01461,1.0144,50.77,0.08768,normal,normal
2025-01-04 10:00:00,3886.74,0.04941,0.6241,38.45,0.0911,normal,normal
2025-01-04 11:00:00,2689.04,-0.03911,0.8697,51.77,0.09281,normal,normal
2025-01-04 12:00:00,2514.9,0.04043,0.775,39.83,0.07447,normal,normal
2025-01-04 13:00:00,2698.95,0.00261,0.9694,45.66,0.0649,normal,normal
2025-01-04 14:00:00,3549.24,-0.02247,0.777,51.8,0.20631,normal,normal
2025-01-04 15:00:00,3197.25,-0.03326,0.723,38.45,0.11627,normal,normal
2025-01-04 16:00:00,2682.14,-0.00473,0.9082,41.75,0.09653,normal,normal
2025-01-04 17:00:00,3307.96,0.02304,0.9752,50.31,0.07067,normal,normal
2025-01-04 18:00:00,3058.25,-0.00319,0.6663,38.94,0.06195,normal,normal
2025-01-04 19:00:00,3581.19,0.03778,0.7878,29.43,0.07477,normal,normal
2025-01-04 20:00:00,2578.77,-0.03628,0.5883,57.14,0.09171,normal,normal
2025-01-04 21:00:00,2803.4,-0.0003,0.3004,36.24,0.00478,normal,normal
2025-01-04 22:00:00,2764.74,-0.03131,0.8401,41.27,0.01722,normal,normal
2025-01-04 23:00:00,2121.89,0.00909,0.9218,49.25,0.05452,normal,normal
2025-01-05 00:00:00,3177.67,0.02217,0.8524,35.13,0.08829,normal,normal
2025-01-05 01:00:00,3156.63,-0.01052,0.4101,31.94,0.07043,normal,normal
2025-01-05 02:00:00,3003.07,-0.06511,0.7298,42.03,0.13912,normal,normal
2025-01-05 03:00:00,2859.25,0.00497,0.3563,25.66,0.0207,normal,normal
2025-01-05 04:00:00,2150.78,0.01092,1.0739,37.7,0.04995,normal,normal
2025-01-05 05:00:00,2747.61,0.01011,0.5828,41.96,0.1408,normal,normal
2025-01-05 06:00:00,2794.37,0.03089,1.0511,37.84,0.08524,normal,normal
2025-01-05 07:00:00,2518.63,-0.02678,0.9892,27.65,0.11539,normal,normal
2025-01-05 08:00:00,6289.7734247824455,0.01701,0.6199,52.75,0.16205,anomal,speed_
2025-01-05 09:00:00,3242.43,0.02981,0.5734,40.83,0.05225,normal,normal
2025-01-05 10:00:00,4131.71,-0.04446,0.8701,51.45,0.07603,normal,normal
2025-01-05 11:00:00,3104.75,0.00799,0.6311,37.92,0.0691,normal,normal
2025-01-05 12:00:00,3154.53,-0.0126,0.8205,32.96,0.00182,normal,normal
2025-01-05 13:00:00,2955.33,-0.00204,0.7034,42.15,0.06758,normal,normal
2025-01-05 14:00:00,1848.74,0.00869,0.4438,38.27,0.11524,normal,normal
2025-01-05 15:00:00,2984.09,-0.01218,0.3539,30.58,0.10162,normal,normal
2025-01-05 16:00:00,3036.14,-0.01689,0.8453,51.76,0.10476,normal,normal
2025-01-05 17:00:00,4477.95,0.00085,0.6877,35.02,0.06498,normal,normal
2025-01-05 18:00:00,2884.58,-0.02718,0.6894,25.28,0.05376,normal,normal
2025-01-05 19:00:00,3180.93,-0.02715,0.9392,50.63,0.13077,normal,normal
2025-01-05 20:00:00,2979.17,0.01698,1.0347,35.97,0.06011,normal,normal
2025-01-05 21:00:00,2298.79,-0.02872,0.7455,35.14,0.09176,normal,normal
2025-01-05 22:00:00,3685.69,0.01666,0.7319,25.88,0.08653,normal,normal
2025-01-05 23:00:00,3451.16,0.01156,0.9,53.93,0.13847,normal,normal
2025-01-06 00:00:00,3474.62,-0.04315,0.5286,29.68,0.11886,normal,normal
2025-01-06 01:00:00,2454.37,-0.01694,0.8446,40.47,0.02819,normal,normal
2025-01-06 02:00:00,3841.68,0.02985,0.9104,47.3,0.0325,normal,normal
2025-01-06 03:00:00,2158.89,-0.02453,0.936,43.37,1.1541616007867508,anomal,vibrat
2025-01-06 04:00:00,3352.11,-0.01161,0.4126,39.52,0.6120088159037597,anomal,vibrat
2025-01-06 05:00:00,4314.27,0.01155,0.6477,26.39,0.06179,normal,normal
2025-01-06 06:00:00,2405.68,0.01958,0.6243,33.52,0.12063,normal,normal
2025-01-06 07:00:00,2660.22,-0.00629,0.82,41.5,0.0875,normal,normal
2025-01-06 08:00:00,3059.79,-0.01494,1.6148503927184472,33.7,0.0821,anomal,curren
2025-01-06 09:00:00,2697.91,0.03556,1.0993,41.63,0.11119,normal,normal
2025-01-06 10:00:00,2069.6,0.04347,0.701,45.45,0.065,normal,normal
2025-01-06 11:00:00,3041.14,0.02447,0.7005,47.7,0.14274,normal,normal
2025-01-06 12:00:00,2362.62,0.00213,1.0299,30.19,0.04848,normal,normal
2025-01-06 13:00:00,3284.16,-0.02021,0.8593,57.57,0.10628,normal,normal
2025-01-06 14:00:00,2448.35,-0.02076,1.0535,46.14,0.13735,normal,normal
2025-01-06 15:00:00,3929.96,0.01306,0.8577,39.99,0.02491,normal,normal
2025-01-06 16:00:00,2530.05,0.01046,0.5686,48.72,0.06627,normal,normal
2025-01-06 17:00:00,2806.76,0.03504,0.5334,58.92,0.12569,normal,normal
2025-01-06 18:00:00,3488.11,0.01626,0.4897,28.49,0.12629,normal,normal
2025-01-06 19:00:00,2261.48,-0.03758,0.9324,38.2,0.07314,normal,normal
2025-01-06 20:00:00,3136.48,0.0263,1.0377,20.97,0.05061,normal,normal
2025-01-06 21:00:00,3784.29,-0.02495,1.1699,41.54,0.11824,normal,normal
2025-01-06 22:00:00,2035.51,-0.0096,0.9686,42.92,0.12734,normal,normal
2025-01-06 23:00:00,3110.78,0.00626,1.0326,39.69,0.03341,normal,normal
2025-01-07 00:00:00,3155.93,0.04989,0.684,34.76,0.03184,normal,normal
2025-01-07 01:00:00,3469.09,0.07775,0.5687,23.6,0.08901,normal,normal
2025-01-07 02:00:00,2257.83,0.01517,0.97,42.99,0.10517,normal,normal
2025-01-07 03:00:00,2207.73,-0.00458,0.8835,51.64,0.06804,normal,normal
2025-01-07 04:00:00,3313.16,0.01336,0.8215,35.27,0.10717,normal,normal
2025-01-07 05:00:00,3178.19,0.02219,0.8775,43.52,0.05159,normal,normal
2025-01-07 06:00:00,3150.3,-0.00802,0.8646,27.45,0.0,normal,normal
2025-01-07 07:00:00,3207.87,0.04488,1.0568,43.66,0.06304,normal,normal
2025-01-07 08:00:00,2591.99,0.00575,1.059,36.85,0.08253,normal,normal
2025-01-07 09:00:00,3139.35,0.01244,0.9088,33.9,1.059114121788618,anomal,vibrat
2025-01-07 10:00:00,3175.84,0.01665,0.9692,33.92,0.03366,normal,normal
2025-01-07 11:00:00,2571.39,0.01054,0.9028,36.85,0.00737,normal,normal
2025-01-07 12:00:00,4119.46,0.02097,0.7078,43.06,0.05944,normal,normal
2025-01-07 13:00:00,3284.3,-0.01543,0.9513,29.5,0.11591,normal,normal
2025-01-07 14:00:00,236.02729337579927,-0.01396,0.5211,36.82,0.13025,anomal,speed_
2025-01-07 15:00:00,3393.93,-0.0275,1.0108,39.67,0.12751,normal,normal
2025-01-07 16:00:00,2415.19,0.01099,0.5611,31.21,0.04736,normal,normal
2025-01-07 17:00:00,3472.25,0.01947,0.8572,54.37,0.03385,normal,normal
2025-01-07 18:00:00,3695.16,0.01144,0.631,33.17,0.09987,normal,normal
2025-01-07 19:00:00,2507.59,0.04186,0.9107,34.64,0.1054,normal,normal
2025-01-07 20:00:00,3578.03,-0.00014,0.7932,32.17,0.09601,normal,normal
2025-01-07 21:00:00,3247.67,0.01672,0.481,54.39,0.0,normal,normal
2025-01-07 22:00:00,3493.24,-0.02729,0.8841,44.42,0.04532,normal,normal
2025-01-07 23:00:00,4138.08,-0.00968,0.6844,32.51,0.07881,normal,normal
2025-01-08 00:00:00,2852.77,0.01739,0.9762,48.85,0.09949,normal,normal
2025-01-08 01:00:00,2547.76,0.02123,0.8003,41.61,0.11069,normal,normal
2025-01-08 02:00:00,2466.29,-0.00735,0.8791,42.06,0.08577,normal,normal
2025-01-08 03:00:00,2510.51,-0.00179,0.6085,37.24,0.09323,normal,normal
2025-01-08 04:00:00,2953.74,-0.03795,0.6821,34.0,0.08339,normal,normal
2025-01-08 05:00:00,3204.69,-0.00893,0.7083,42.7,0.10742,normal,normal
2025-01-08 06:00:00,3166.01,0.02226,0.9713,35.64,0.09251,normal,normal
2025-01-08 07:00:00,3496.31,0.01438,1.1355,54.53,0.08263,normal,normal
2025-01-08 08:00:00,3007.8,0.01252,0.639,29.85,0.06927,normal,normal
2025-01-08 09:00:00,3872.12,0.00124,1.0154,52.29,0.08325,normal,normal
2025-01-08 10:00:00,2841.21,0.00018,0.3661,39.11,0.09938,normal,normal
2025-01-08 11:00:00,4632.1,-0.01651,0.5612,42.39,0.0907,normal,normal
2025-01-08 12:00:00,3375.4,0.01747,0.6082,46.67,0.09523,normal,normal
2025-01-08 13:00:00,2485.71,0.01052,0.5295,34.96,0.13371,normal,normal
2025-01-08 14:00:00,2357.46,0.0123,1.7797213579455935,46.91,0.09061,anomal,curren
2025-01-08 15:00:00,3289.48,-0.01315,0.8826,18.34,0.05404,normal,normal
2025-01-08 16:00:00,2865.92,-0.05383,0.7572,34.24,0.11534,normal,normal
2025-01-08 17:00:00,3428.4,0.02743,0.8759,32.61,0.02535,normal,normal
2025-01-08 18:00:00,3283.94,-0.01197,0.9381,29.97,0.03674,normal,normal
2025-01-08 19:00:00,2956.3,-0.02157,0.8531,38.28,0.09343,normal,normal
2025-01-08 20:00:00,2491.92,0.01734,0.9316,43.09,0.10066,normal,normal
2025-01-08 21:00:00,2091.09,-0.0098,0.7861,45.62,0.0302,normal,normal
2025-01-08 22:00:00,2732.09,0.0265,0.5626,41.93,0.06469,normal,normal
2025-01-08 23:00:00,3513.84,0.01543,1.0116,34.67,0.05576,normal,normal
2025-01-09 00:00:00,3128.46,0.01709,0.6822,42.95,0.06053,normal,normal
2025-01-09 01:00:00,2252.56,-0.03415,0.6129,40.99,0.11774,normal,normal
2025-01-09 02:00:00,3103.91,0.0303,0.7644,47.49,0.10826,normal,normal
2025-01-09 03:00:00,3231.19,0.00653,0.6174,46.22,0.07924,normal,normal
2025-01-09 04:00:00,2469.69,-0.00923,0.7165,40.24,0.05816,normal,normal
2025-01-09 05:00:00,3092.24,0.00358,0.8688,32.82,0.02601,normal,normal
2025-01-09 06:00:00,3034.93,-0.04441,0.8697,34.78,0.13681,normal,normal
2025-01-09 07:00:00,2314.22,0.01022,0.6204,35.6,0.10368,normal,normal
2025-01-09 08:00:00,3214.67,-0.02573,0.7025,37.48,0.05173,normal,normal
2025-01-09 09:00:00,3336.47,-0.03382,1.0149,42.14,0.10878,normal,normal
2025-01-09 10:00:00,3649.83,-0.03806,0.8993,45.72,0.07719,normal,normal
2025-01-09 11:00:00,3632.28,0.02782,1.215,39.59,0.06852,normal,normal
2025-01-09 12:00:00,2173.4,-0.01573,1.036,40.13,0.09741,normal,normal
2025-01-09 13:00:00,2437.3,0.03834,1.0289,41.15,0.05034,normal,normal
2025-01-09 14:00:00,3309.02,-0.0134,0.5224,35.87,0.06625,normal,normal
2025-01-09 15:00:00,3308.27,-0.04268,0.9528,32.6,0.08486,normal,normal
2025-01-09 16:00:00,3309.03,-0.02791,0.7894,25.96,0.06002,normal,normal
2025-01-09 17:00:00,5311.64,0.0309,0.6898,34.44,0.10676,normal,normal
2025-01-09 18:00:00,3342.53,-0.0039,0.8336,43.79,0.15476,normal,normal
2025-01-09 19:00:00,3681.34,-0.01371,0.989,34.38,0.04983,normal,normal
2025-01-09 20:00:00,3572.4,0.004,0.9002,38.1,0.01339,normal,normal
2025-01-09 21:00:00,3390.83,0.01254,0.6243,43.73,0.0,normal,normal
2025-01-09 22:00:00,2810.84,0.02793,0.9485,44.17,0.07398,normal,normal
2025-01-09 23:00:00,3455.38,0.03621,0.6725,31.36,0.05347,normal,normal
2025-01-10 00:00:00,2536.3,-0.00899,0.8433,47.98,0.08831,normal,normal
2025-01-10 01:00:00,2857.91,-0.03315,0.7393,49.02,0.0853,normal,normal
2025-01-10 02:00:00,2708.78,-0.01034,0.7562,30.96,0.01587,normal,normal
2025-01-10 03:00:00,3049.12,0.00651,0.9532,33.41,0.0074,normal,normal
2025-01-10 04:00:00,4388.8,-0.02409,0.592,49.53,0.09184,normal,normal
2025-01-10 05:00:00,1879.64,-0.02393,1.189,38.83,0.08542,normal,normal
2025-01-10 06:00:00,3411.76,0.00859,0.4358,22.24,0.06297,normal,normal
2025-01-10 07:00:00,2032.37,-0.00122,0.6805,28.8,0.01371,normal,normal
2025-01-10 08:00:00,2716.84,0.00082,0.874,38.01,0.09886,normal,normal
2025-01-10 09:00:00,3653.37,-0.01896,0.9169,30.7,0.13088,normal,normal
2025-01-10 10:00:00,3038.57,-0.00576,0.7799,36.69,0.09112,normal,normal
2025-01-10 11:00:00,2353.35,-0.02311,0.7885,40.26,0.0461,normal,normal
2025-01-10 12:00:00,2570.82,0.02225,0.8821,51.7,0.08178,normal,normal
2025-01-10 13:00:00,3407.76,0.02588,0.7538,37.68,0.02536,normal,normal
2025-01-10 14:00:00,2561.78,-0.04615,1.0786,48.58,0.12232,normal,normal
2025-01-10 15:00:00,3129.88,-0.02324,0.9679,51.43,0.08327,normal,normal
2025-01-10 16:00:00,3027.34,-0.03741,0.9746,51.47,0.00927,normal,normal
2025-01-10 17:00:00,2609.04,-0.01625,0.6068,42.28,0.06797,normal,normal
2025-01-10 18:00:00,4286.37,-0.00209,0.7841,24.29,0.09853,normal,normal
2025-01-10 19:00:00,3380.35,-0.03624,0.7399,43.69,0.06668,normal,normal
2025-01-10 20:00:00,1784.91,-0.02305,0.5989,48.39,0.06896,normal,normal
2025-01-10 21:00:00,3111.87,-0.0251,0.872,39.35,0.03102,normal,normal
2025-01-10 22:00:00,2602.93,0.00518,0.6925,53.96,0.10266,normal,normal
2025-01-10 23:00:00,3511.46,0.00173,0.9311,46.88,0.05406,normal,normal
2025-01-11 00:00:00,2524.49,-0.01804,0.586,44.55,0.0,normal,normal
2025-01-11 01:00:00,2931.16,0.00442,1.1438,48.69,0.06515,normal,normal
2025-01-11 02:00:00,3302.99,-0.01367,0.6207,42.67,0.11925,normal,normal
2025-01-11 03:00:00,3519.45,-0.00679,0.8439,20.06,0.06452,normal,normal
2025-01-11 04:00:00,2279.82,0.04184,0.9584,36.01,0.14952,normal,normal
2025-01-11 05:00:00,2799.3,0.03351,0.6859,49.58,0.09716,normal,normal
2025-01-11 06:00:00,2715.03,-0.03249,0.9705,33.54,0.09355,normal,normal
2025-01-11 07:00:00,2608.0,0.02074,0.5542,38.21,0.07486,normal,normal
2025-01-11 08:00:00,4059.27,0.02028,1.0904,31.64,0.07727,normal,normal
2025-01-11 09:00:00,3242.99,-0.02871,0.8028,54.27,0.06946,normal,normal
2025-01-11 10:00:00,2243.47,0.02047,0.6807,53.45,0.06791,normal,normal
2025-01-11 11:00:00,3550.72,0.03845,0.7402,32.93,0.10123,normal,normal
2025-01-11 12:00:00,4273.29,-0.02806,0.9618,41.18,0.04257,normal,normal
2025-01-11 13:00:00,3619.48,-0.02294,0.6831,34.56,0.03696,normal,normal
2025-01-11 14:00:00,2088.38,0.02544,0.6501,44.92,0.03507,normal,normal
2025-01-11 15:00:00,2709.46,0.00679,0.7557,44.08,0.16183,normal,normal
2025-01-11 16:00:00,3760.15,0.01379,0.5646,46.49,0.10121,normal,normal
2025-01-11 17:00:00,2575.4,0.00851,1.1641,42.66,0.09218,normal,normal
2025-01-11 18:00:00,3266.29,0.00977,0.6867,63.48,0.0377,normal,normal
2025-01-11 19:00:00,3464.78,-0.03316,0.9663,31.78,0.10493,normal,normal
2025-01-11 20:00:00,2443.84,0.02618,0.8419,26.32,0.07534,normal,normal
2025-01-11 21:00:00,2964.28,0.02924,0.6031,36.86,0.08857,normal,normal
2025-01-11 22:00:00,1055.24,-0.00573,0.7988,27.46,0.04094,normal,normal
2025-01-11 23:00:00,2385.37,-0.00109,0.9568,28.06,0.08641,normal,normal
2025-01-12 00:00:00,2848.46,-0.03828,0.7623,31.99,0.06305,normal,normal
2025-01-12 01:00:00,2251.33,0.01286,1.0386,32.62,0.04938,normal,normal
2025-01-12 02:00:00,3979.45,0.0143,1.0043,32.36,0.10936,normal,normal
2025-01-12 03:00:00,2141.92,-0.00155,0.9838,44.15,0.01849,normal,normal
2025-01-12 04:00:00,2735.97,0.02811,0.7081,35.95,0.10259,normal,normal
2025-01-12 05:00:00,3078.44,-0.00835,0.584,38.56,0.10738,normal,normal
2025-01-12 06:00:00,3864.76,0.01412,0.6773,47.15,0.04481,normal,normal
2025-01-12 07:00:00,2138.48,-0.02549,0.8392,33.87,0.04719,normal,normal
2025-01-12 08:00:00,3697.9,-0.00059,0.9092,37.88,0.07108,normal,normal
2025-01-12 09:00:00,3006.14,-0.00436,0.3657,42.93,0.09128,normal,normal
2025-01-12 10:00:00,2411.09,0.00563,0.7984,24.47,0.07389,normal,normal
2025-01-12 11:00:00,3277.26,-0.00924,0.8316,20.92,0.09734,normal,normal
2025-01-12 12:00:00,3119.44,-0.00329,0.7445,42.77,0.15052,normal,normal
2025-01-12 13:00:00,2639.87,0.02065,1.0583,43.94,0.05969,normal,normal
2025-01-12 14:00:00,3041.88,-0.01092,0.8844,56.51,0.01139,normal,normal
2025-01-12 15:00:00,2768.81,-0.04016,1.062,41.26,0.11304,normal,normal
2025-01-12 16:00:00,3068.11,0.04374,0.7568,46.56,0.14733,normal,normal
2025-01-12 17:00:00,3397.28,0.03454,0.9875,38.44,0.09571,normal,normal
2025-01-12 18:00:00,3951.61,-0.03231,1.904907400017331,42.38,0.03649,anomal,curren
2025-01-12 19:00:00,2257.31,0.01724,1.0623,53.34,0.07504,normal,normal
2025-01-12 20:00:00,4279.82,-0.01257,0.5816,23.01,0.03526,normal,normal
2025-01-12 21:00:00,1828.75,0.00659,0.7493,43.31,0.10571,normal,normal
2025-01-12 22:00:00,2908.93,0.00736,0.731,57.08,0.02595,normal,normal
2025-01-12 23:00:00,3352.99,-0.00586,0.8979,42.26,0.06799,normal,normal
2025-01-13 00:00:00,3168.6,-0.01959,0.9373,53.2,0.03983,normal,normal
2025-01-13 01:00:00,2626.38,-0.01726,0.6322,34.97,0.08507,normal,normal
2025-01-13 02:00:00,2875.13,-0.0229,0.8136,39.74,0.06535,normal,normal
2025-01-13 03:00:00,2704.2,0.24105921869325675,0.396,40.27,0.08707,anomal,torque
2025-01-13 04:00:00,2646.38,-0.00168,1.0884,22.26,0.08089,normal,normal
2025-01-13 05:00:00,3509.76,-0.01789,0.6975,30.65,0.04053,normal,normal
2025-01-13 06:00:00,3214.21,0.01705,0.8112,31.22,0.10508,normal,normal
2025-01-13 07:00:00,2584.25,0.03718,0.7381,46.58,0.07805,normal,normal
2025-01-13 08:00:00,3539.76,-0.0145,1.0292,46.98,0.04046,normal,normal
2025-01-13 09:00:00,329.65072302629574,0.00599,0.2325,42.59,0.16964,anomal,speed_
2025-01-13 10:00:00,3487.72,0.01249,0.7967,46.59,0.09906,normal,normal
2025-01-13 11:00:00,3377.78,0.0118,0.7788,38.69,0.07387,normal,normal
2025-01-13 12:00:00,2502.6,0.0019,0.7093,49.62,0.13661,normal,normal
2025-01-13 13:00:00,2663.89,0.01857,1.1452,40.07,0.15367,normal,normal
2025-01-13 14:00:00,3448.38,0.01206,0.6225,40.46,0.07419,normal,normal
2025-01-13 15:00:00,3366.22,-0.03094,0.9544,37.88,0.0939,normal,normal
2025-01-13 16:00:00,2987.46,0.02173,0.8713,45.48,0.04048,normal,normal
2025-01-13 17:00:00,3070.4,0.02218,1.0523,36.63,0.07411,normal,normal
2025-01-13 18:00:00,3766.6,-0.01908,0.6666,47.81,0.07204,normal,normal
2025-01-13 19:00:00,2645.06,0.00095,0.6534,30.94,0.08739,normal,normal
2025-01-13 20:00:00,3328.26,0.01708,1.0192,31.21,0.09331,normal,normal
2025-01-13 21:00:00,2878.68,-0.00523,0.8851,45.5,0.10239,normal,normal
2025-01-13 22:00:00,2869.39,0.02682,0.491,39.29,0.08951,normal,normal
2025-01-13 23:00:00,3659.27,0.0591,0.6921,36.37,0.03157,normal,normal
2025-01-14 00:00:00,3495.25,-0.01965,0.8773,47.12,0.04246,normal,normal
2025-01-14 01:00:00,3488.11,-0.03453,0.9676,35.14,0.05814,normal,normal
2025-01-14 02:00:00,3783.29,0.0076,0.6642,38.4,0.06871,normal,normal
2025-01-14 03:00:00,3012.6,0.01804,0.2171,51.19,0.12203,normal,normal
2025-01-14 04:00:00,3409.17,-0.00577,0.9046,52.31,0.03348,normal,normal
2025-01-14 05:00:00,5646.414997344561,0.03633,0.5559,52.58,0.0657,anomal,speed_
